SAMPID,region,sex
GTEX-1B8SF-0011-R1b-SM-7P8Q8,Hippocampus,Male
GTEX-1B8SF-0011-R5a-SM-79OOO,Caudate,Male
GTEX-1B8SF-0011-R6b-SM-7MXUD,Nucleus Accumbens,Male
GTEX-1B8SF-0011-R7b-SM-9OSVM,Putamen,Male
GTEX-1B8SF-0011-R8b-SM-7P8SX,Hypothalamus,Male
GTEX-1B8SF-3026-SM-731DX,Cerebellum,Male
GTEX-1B8SF-3126-SM-73KU1,Cortex,Male
GTEX-1B8SG-0011-R11a-SM-7P8PF,Cerebellar Hemi.,Male
GTEX-1B8SG-0011-R2b-SM-79OOT,Substantia Nigra,Male
GTEX-1B8SG-0011-R8b-SM-7IGNW,Hypothalamus,Male
GTEX-1B8SG-1726-SM-73KXK,Cortex,Male
GTEX-1B8SG-1926-SM-73KUB,Cerebellum,Male
GTEX-1B933-0011-R10b-SM-9OSVN,Frontal Cortex,Female
GTEX-1B933-0011-R11a-SM-7P8PM,Cerebellar Hemi.,Female
GTEX-1B933-0011-R1b-SM-9QEGW,Hippocampus,Female
GTEX-1B933-0011-R2b-SM-7IGNM,Substantia Nigra,Female
GTEX-1B933-0011-R3b-SM-7P8PL,Ant. Cing. Ctx,Female
GTEX-1B933-0011-R5b-SM-7P8SA,Caudate,Female
GTEX-1B933-0011-R6b-SM-79OOQ,Nucleus Accumbens,Female
GTEX-1B933-0011-R7a-SM-7DUGX,Putamen,Female
GTEX-1B933-0011-R8a-SM-9QEGX,Hypothalamus,Female
GTEX-1B933-0011-R9a-SM-79OOR,Spinal Cord,Female
GTEX-1B933-3026-SM-731DB,Cerebellum,Female
GTEX-1B933-3126-SM-7P8RL,Cortex,Female
GTEX-1B98T-3126-SM-73KV2,Cortex,Male
GTEX-1B996-0011-R10b-SM-CJI3T,Frontal Cortex,Male
GTEX-1B996-0011-R11b-SM-7MXTM,Cerebellar Hemi.,Male
GTEX-1B996-0011-R1b-SM-7P8PO,Hippocampus,Male
GTEX-1B996-0011-R2a-SM-7IGON,Substantia Nigra,Male
GTEX-1B996-0011-R3b-SM-9QEGY,Ant. Cing. Ctx,Male
GTEX-1B996-0011-R4b-SM-9OSVO,Amygdala,Male
GTEX-1B996-0011-R5a-SM-7P8PN,Caudate,Male
GTEX-1B996-0011-R6b-SM-793AQ,Nucleus Accumbens,Male
GTEX-1B996-0011-R7b-SM-7IGNT,Putamen,Male
GTEX-1B996-0011-R8b-SM-79OOS,Hypothalamus,Male
GTEX-1B996-2926-SM-7MXUH,Cerebellum,Male
GTEX-1BAJH-0011-R10a-SM-7MXT9,Frontal Cortex,Male
GTEX-1BAJH-0011-R11b-SM-7IGLM,Cerebellar Hemi.,Male
GTEX-1BAJH-0011-R1a-SM-7P8SV,Hippocampus,Male
GTEX-1BAJH-0011-R3a-SM-7IGNU,Ant. Cing. Ctx,Male
GTEX-1BAJH-0011-R6b-SM-7MXT2,Nucleus Accumbens,Male
GTEX-1BAJH-0011-R8a-SM-7MXUB,Hypothalamus,Male
GTEX-1BAJH-0011-R9b-SM-7EPIQ,Spinal Cord,Male
GTEX-1BAJH-3126-SM-7MGXY,Cerebellum,Male
GTEX-1C64N-0011-R11b-SM-7P8Q6,Cerebellar Hemi.,Male
GTEX-1C64N-0011-R1b-SM-7P8Q7,Hippocampus,Male
GTEX-1C64N-0011-R6a-SM-7IGO9,Nucleus Accumbens,Male
GTEX-1C64N-0011-R7a-SM-7IGOI,Putamen,Male
GTEX-1C64N-0011-R8b-SM-7MGXE,Hypothalamus,Male
GTEX-1C64N-3026-SM-7MGVU,Cortex,Male
GTEX-1C64N-3126-SM-79OO3,Cerebellum,Male
GTEX-1C6VQ-0011-R10b-SM-7P8Q1,Frontal Cortex,Male
GTEX-1C6VQ-0011-R1a-SM-7P8Q2,Hippocampus,Male
GTEX-1C6VQ-0011-R9a-SM-7SB85,Spinal Cord,Male
GTEX-1C6VQ-3026-SM-7IGPU,Cortex,Male
GTEX-1C6VR-0011-R10b-SM-7P8QA,Frontal Cortex,Male
GTEX-1C6VR-0011-R1a-SM-7MXUE,Hippocampus,Male
GTEX-1C6VR-0011-R2a-SM-7RHGZ,Substantia Nigra,Male
GTEX-1C6VR-0011-R4b-SM-9QEGZ,Amygdala,Male
GTEX-1C6VR-0011-R5a-SM-9QEH1,Caudate,Male
GTEX-1C6VR-0011-R6a-SM-7MXU8,Nucleus Accumbens,Male
GTEX-1C6VR-0011-R8b-SM-7MXUF,Hypothalamus,Male
GTEX-1C6VR-3026-SM-7IGLW,Cerebellum,Male
GTEX-1C6VS-0011-R5a-SM-7MXU9,Caudate,Male
GTEX-1C6VS-0011-R9b-SM-9WG5W,Spinal Cord,Male
GTEX-1C6VS-3026-SM-79OLA,Cortex,Male
GTEX-1C6WA-0011-R3a-SM-9OSVP,Ant. Cing. Ctx,Male
GTEX-1C6WA-0011-R4a-SM-9QEH2,Amygdala,Male
GTEX-1C6WA-0011-R5a-SM-9WG5X,Caudate,Male
GTEX-1C6WA-0011-R6a-SM-7PBYP,Nucleus Accumbens,Male
GTEX-1C6WA-0011-R7b-SM-7P8S8,Putamen,Male
GTEX-1C6WA-0011-R8b-SM-7P8S7,Hypothalamus,Male
GTEX-1C6WA-3026-SM-7P8RQ,Cortex,Male
GTEX-1C6WA-3326-SM-7MKGN,Cerebellum,Male
GTEX-1CAMQ-0011-R8a-SM-ARU85,Hypothalamus,Male
GTEX-1CAMQ-0011-R9a-SM-9WG5Z,Spinal Cord,Male
GTEX-1CAV2-0011-R11a-SM-ARU8D,Cerebellar Hemi.,Female
GTEX-1CAV2-0011-R1a-SM-ARZML,Hippocampus,Female
GTEX-1CAV2-0011-R5b-SM-9QEH4,Caudate,Female
GTEX-1CAV2-0011-R9b-SM-9WG5M,Spinal Cord,Female
GTEX-1CAV2-2726-SM-7IGNN,Cortex,Female
GTEX-1CB4G-0011-R10a-SM-9QEHS,Frontal Cortex,Male
GTEX-1CB4G-0011-R11a-SM-9OSWG,Cerebellar Hemi.,Male
GTEX-1CB4G-0011-R1b-SM-9QEHT,Hippocampus,Male
GTEX-1CB4G-0011-R2a-SM-9QEGQ,Substantia Nigra,Male
GTEX-1CB4G-0011-R3a-SM-CE6QQ,Ant. Cing. Ctx,Male
GTEX-1CB4G-0011-R4b-SM-CJI28,Amygdala,Male
GTEX-1CB4G-0011-R5a-SM-CKZNM,Caudate,Male
GTEX-1CB4G-0011-R6b-SM-9QEGO,Nucleus Accumbens,Male
GTEX-1CB4G-0011-R7b-SM-9QEGP,Putamen,Male
GTEX-1CB4G-0011-R8b-SM-9WG7H,Hypothalamus,Male
GTEX-1CB4G-2926-SM-7MKFQ,Cerebellum,Male
GTEX-1CB4H-0011-R10b-SM-9QEH3,Frontal Cortex,Female
GTEX-1CB4H-0011-R3b-SM-9OSVI,Ant. Cing. Ctx,Female
GTEX-1CB4H-0011-R5b-SM-9QEGN,Caudate,Female
GTEX-1CB4H-0011-R6b-SM-CKZNK,Nucleus Accumbens,Female
GTEX-1CB4H-0011-R7b-SM-CJI27,Putamen,Female
GTEX-1CB4H-0011-R8b-SM-CJI26,Hypothalamus,Female
GTEX-1CB4H-0011-R9a-SM-CKZNL,Spinal Cord,Female
GTEX-1CB4H-3026-SM-79OLX,Cerebellum,Female
GTEX-1CB4H-3126-SM-7IGN4,Cortex,Female
GTEX-1CB4J-0011-R10a-SM-9WG63,Frontal Cortex,Male
GTEX-1CB4J-0011-R1a-SM-9WG64,Hippocampus,Male
GTEX-1CB4J-0011-R2a-SM-9WG5N,Substantia Nigra,Male
GTEX-1CB4J-0011-R3b-SM-9WG5Q,Ant. Cing. Ctx,Male
GTEX-1CB4J-0011-R4b-SM-9WG5P,Amygdala,Male
GTEX-1CB4J-0011-R5a-SM-9WG5Y,Caudate,Male
GTEX-1CB4J-0011-R6b-SM-9WG7B,Nucleus Accumbens,Male
GTEX-1CB4J-0011-R7a-SM-9WG5O,Putamen,Male
GTEX-1CB4J-0011-R8a-SM-9QEHU,Hypothalamus,Male
GTEX-1CB4J-2926-SM-7PBZ2,Cortex,Male
GTEX-1E1VI-0011-R10b-SM-ARU8F,Frontal Cortex,Male
GTEX-1E1VI-0011-R11a-SM-9OSWI,Cerebellar Hemi.,Male
GTEX-1E1VI-0011-R1a-SM-ARZMM,Hippocampus,Male
GTEX-1E1VI-0011-R2a-SM-9QEGS,Substantia Nigra,Male
GTEX-1E1VI-0011-R3a-SM-9OSWH,Ant. Cing. Ctx,Male
GTEX-1E1VI-0011-R4b-SM-9QEHV,Amygdala,Male
GTEX-1E1VI-0011-R5b-SM-9WG5V,Caudate,Male
GTEX-1E1VI-0011-R6a-SM-9OSVJ,Nucleus Accumbens,Male
GTEX-1E1VI-0011-R7b-SM-9QEGR,Putamen,Male
GTEX-1E1VI-0011-R8b-SM-ARU8E,Hypothalamus,Male
GTEX-1E1VI-2926-SM-7IGLT,Cerebellum,Male
GTEX-1E1VI-3026-SM-7RHHU,Cortex,Male
GTEX-1E2YA-0011-R1b-SM-CJI29,Hippocampus,Male
GTEX-1E2YA-0011-R5a-SM-9QEGT,Caudate,Male
GTEX-1E2YA-0011-R6b-SM-CE6R2,Nucleus Accumbens,Male
GTEX-1E2YA-0011-R7a-SM-CJI1Z,Putamen,Male
GTEX-1E2YA-0011-R8a-SM-CKZNG,Hypothalamus,Male
GTEX-1E2YA-2926-SM-7MGWX,Cerebellum,Male
GTEX-1E2YA-3026-SM-7IGO7,Cortex,Male
GTEX-1EH9U-0011-R10a-SM-CJI2A,Frontal Cortex,Male
GTEX-1EH9U-0011-R11b-SM-CE6R1,Cerebellar Hemi.,Male
GTEX-1EH9U-0011-R1b-SM-CJI2B,Hippocampus,Male
GTEX-1EH9U-0011-R3b-SM-CL534,Ant. Cing. Ctx,Male
GTEX-1EH9U-0011-R5a-SM-CJI2K,Caudate,Male
GTEX-1EH9U-0011-R6a-SM-CJI2C,Nucleus Accumbens,Male
GTEX-1EH9U-0011-R7a-SM-9QEGU,Putamen,Male
GTEX-1EH9U-0011-R9b-SM-9WG5T,Spinal Cord,Male
GTEX-1EH9U-3126-SM-7MXU5,Cerebellum,Male
GTEX-1EKGG-0011-R11a-SM-9QEHZ,Cerebellar Hemi.,Male
GTEX-1EKGG-0011-R1b-SM-9QEI1,Hippocampus,Male
GTEX-1EKGG-0011-R2a-SM-CE6R8,Substantia Nigra,Male
GTEX-1EKGG-0011-R5a-SM-9OSVQ,Caudate,Male
GTEX-1EKGG-0011-R6a-SM-CL538,Nucleus Accumbens,Male
GTEX-1EKGG-0011-R7a-SM-CKZNN,Putamen,Male
GTEX-1EKGG-0011-R9a-SM-CMKFV,Spinal Cord,Male
GTEX-1EKGG-2926-SM-7EPIH,Cortex,Male
GTEX-1EKGG-3126-SM-9WPO5,Cerebellum,Male
GTEX-1EMGI-0011-R10a-SM-9OSWY,Frontal Cortex,Male
GTEX-1EMGI-0011-R11b-SM-9OSWX,Cerebellar Hemi.,Male
GTEX-1EMGI-0011-R1b-SM-9OSWZ,Hippocampus,Male
GTEX-1EMGI-0011-R2b-SM-9OSVS,Substantia Nigra,Male
GTEX-1EMGI-0011-R3b-SM-CE6R9,Ant. Cing. Ctx,Male
GTEX-1EMGI-0011-R4b-SM-CJI2D,Amygdala,Male
GTEX-1EMGI-0011-R5a-SM-CJI2E,Caudate,Male
GTEX-1EMGI-0011-R6a-SM-9OSVR,Nucleus Accumbens,Male
GTEX-1EMGI-0011-R7b-SM-9QEH5,Putamen,Male
GTEX-1EMGI-0011-R8b-SM-9QEID,Hypothalamus,Male
GTEX-1EMGI-3026-SM-7P8P6,Cortex,Male
GTEX-1EMGI-3126-SM-7MXUR,Cerebellum,Male
GTEX-1EN7A-0011-R3a-SM-9OSVT,Ant. Cing. Ctx,Male
GTEX-1EN7A-0011-R5a-SM-9QEH6,Caudate,Male
GTEX-1EN7A-0011-R6b-SM-9QEHW,Nucleus Accumbens,Male
GTEX-1EN7A-0011-R7b-SM-9QEHX,Putamen,Male
GTEX-1EN7A-3026-SM-7PBYT,Cortex,Male
GTEX-1EU9M-0011-R2b-SM-9QEH7,Substantia Nigra,Male
GTEX-1EU9M-0011-R3a-SM-9QEHY,Ant. Cing. Ctx,Male
GTEX-1EU9M-0011-R7b-SM-9OSVU,Putamen,Male
GTEX-1EU9M-0011-R9a-SM-9WG61,Spinal Cord,Male
GTEX-1EU9M-2926-SM-793DF,Cerebellum,Male
GTEX-1EWIQ-0011-R11a-SM-9OSX6,Cerebellar Hemi.,Female
GTEX-1EWIQ-0011-R1a-SM-9OSX7,Hippocampus,Female
GTEX-1EWIQ-0011-R6a-SM-ARU8G,Nucleus Accumbens,Female
GTEX-1EWIQ-0011-R8a-SM-9OSX8,Hypothalamus,Female
GTEX-1EWIQ-0011-R9a-SM-ARL8L,Spinal Cord,Female
GTEX-1EWIQ-3026-SM-7IGOJ,Cerebellum,Female
GTEX-1EWIQ-3126-SM-7MXTI,Cortex,Female
GTEX-1EX96-0011-R10b-SM-CE6QR,Frontal Cortex,Male
GTEX-1EX96-0011-R1a-SM-CE6R5,Hippocampus,Male
GTEX-1EX96-0011-R3b-SM-ARZMH,Ant. Cing. Ctx,Male
GTEX-1EX96-0011-R4a-SM-ARU82,Amygdala,Male
GTEX-1EX96-0011-R5a-SM-ARU83,Caudate,Male
GTEX-1EX96-0011-R6a-SM-9OSVV,Nucleus Accumbens,Male
GTEX-1EX96-0011-R7a-SM-9OSVW,Putamen,Male
GTEX-1EX96-3026-SM-7RHH5,Cortex,Male
GTEX-1EX96-3126-SM-9JGGC,Cerebellum,Male
GTEX-1F48J-0011-R10a-SM-9QEIB,Frontal Cortex,Female
GTEX-1F48J-0011-R11b-SM-9OSWV,Cerebellar Hemi.,Female
GTEX-1F48J-0011-R1a-SM-9QEIC,Hippocampus,Female
GTEX-1F48J-0011-R2a-SM-CL535,Substantia Nigra,Female
GTEX-1F48J-0011-R3b-SM-9OSVY,Ant. Cing. Ctx,Female
GTEX-1F48J-0011-R4b-SM-9OSVX,Amygdala,Female
GTEX-1F48J-0011-R5b-SM-9OSVZ,Caudate,Female
GTEX-1F48J-0011-R6a-SM-CJI2F,Nucleus Accumbens,Female
GTEX-1F48J-0011-R7a-SM-CJI2G,Putamen,Female
GTEX-1F48J-0011-R8a-SM-9OSWW,Hypothalamus,Female
GTEX-1F48J-2726-SM-7P8PW,Cerebellum,Female
GTEX-1F48J-2826-SM-7P8R4,Cortex,Female
GTEX-1F52S-0011-R11a-SM-CJI23,Cerebellar Hemi.,Female
GTEX-1F52S-0011-R1a-SM-9OSX9,Hippocampus,Female
GTEX-1F52S-0011-R3a-SM-CKZNI,Ant. Cing. Ctx,Female
GTEX-1F52S-0011-R5a-SM-CJI22,Caudate,Female
GTEX-1F52S-0011-R7b-SM-9QEH8,Putamen,Female
GTEX-1F52S-0011-R8a-SM-9OSXA,Hypothalamus,Female
GTEX-1F52S-0011-R9a-SM-9WG62,Spinal Cord,Female
GTEX-1F52S-3026-SM-7P8PV,Cerebellum,Female
GTEX-1F52S-3126-SM-7PC3M,Cortex,Female
GTEX-1F6I4-0011-R10b-SM-9OSWT,Frontal Cortex,Male
GTEX-1F6I4-0011-R11b-SM-9OSWS,Cerebellar Hemi.,Male
GTEX-1F6I4-0011-R1a-SM-9OSWU,Hippocampus,Male
GTEX-1F6I4-0011-R2a-SM-CL536,Substantia Nigra,Male
GTEX-1F6I4-0011-R3a-SM-9QEH9,Ant. Cing. Ctx,Male
GTEX-1F6I4-0011-R5b-SM-9QEHA,Caudate,Male
GTEX-1F6I4-0011-R6a-SM-CE6R4,Nucleus Accumbens,Male
GTEX-1F6I4-0011-R7a-SM-CJI24,Putamen,Male
GTEX-1F6I4-0011-R8a-SM-9QEIA,Hypothalamus,Male
GTEX-1F6I4-0011-R9a-SM-CMKFU,Spinal Cord,Male
GTEX-1F6I4-3026-SM-7P8SI,Cerebellum,Male
GTEX-1F6I4-3126-SM-7P8SD,Cortex,Male
GTEX-1F6IF-0011-R10a-SM-9QEIN,Frontal Cortex,Male
GTEX-1F6IF-0011-R1b-SM-9WG78,Hippocampus,Male
GTEX-1F6IF-0011-R2b-SM-9QEHB,Substantia Nigra,Male
GTEX-1F6IF-0011-R4b-SM-CKZNJ,Amygdala,Male
GTEX-1F6IF-0011-R5b-SM-CM2RH,Caudate,Male
GTEX-1F6IF-0011-R6a-SM-9QEIO,Nucleus Accumbens,Male
GTEX-1F6IF-0011-R8a-SM-9OSX5,Hypothalamus,Male
GTEX-1F6IF-3026-SM-7P8QN,Cerebellum,Male
GTEX-1F6RS-3026-SM-7MXTQ,Cerebellum,Female
GTEX-1F6RS-3126-SM-9MQK7,Cortex,Female
GTEX-1F75A-0011-R11a-SM-AHZ35,Cerebellar Hemi.,Male
GTEX-1F75A-0011-R1b-SM-CE6RA,Hippocampus,Male
GTEX-1F75A-0011-R3b-SM-ARL8K,Ant. Cing. Ctx,Male
GTEX-1F75A-0011-R4a-SM-ARL8J,Amygdala,Male
GTEX-1F75A-0011-R5a-SM-ARZMJ,Caudate,Male
GTEX-1F75A-0011-R6b-SM-9QEHD,Nucleus Accumbens,Male
GTEX-1F75A-0011-R7b-SM-9QEHE,Putamen,Male
GTEX-1F75A-0011-R8a-SM-CL539,Hypothalamus,Male
GTEX-1F75A-2926-SM-7MXVN,Cerebellum,Male
GTEX-1F75A-3026-SM-9KNU2,Cortex,Male
GTEX-1F75B-0011-R11a-SM-9OSXB,Cerebellar Hemi.,Male
GTEX-1F75B-0011-R1b-SM-9QEIP,Hippocampus,Male
GTEX-1F75B-0011-R2a-SM-ARL8I,Substantia Nigra,Male
GTEX-1F75B-0011-R5a-SM-9QEHC,Caudate,Male
GTEX-1F75B-0011-R6a-SM-ARZMI,Nucleus Accumbens,Male
GTEX-1F75B-0011-R7a-SM-ARU84,Putamen,Male
GTEX-1F75B-3026-SM-7PBZ7,Cortex,Male
GTEX-1F75W-0011-R10b-SM-ARU7Z,Frontal Cortex,Male
GTEX-1F75W-0011-R11b-SM-AHZ34,Cerebellar Hemi.,Male
GTEX-1F75W-0011-R1a-SM-ARU81,Hippocampus,Male
GTEX-1F75W-0011-R5b-SM-9QEGV,Caudate,Male
GTEX-1F75W-0011-R6a-SM-9QEI5,Nucleus Accumbens,Male
GTEX-1F75W-0011-R7a-SM-9QEI6,Putamen,Male
GTEX-1F75W-0011-R8a-SM-9QEI4,Hypothalamus,Male
GTEX-1F75W-3126-SM-7P8SJ,Cerebellum,Male
GTEX-1F7RK-0011-R10b-SM-ARU7Y,Frontal Cortex,Female
GTEX-1F7RK-0011-R11b-SM-9QEI2,Cerebellar Hemi.,Female
GTEX-1F7RK-0011-R3b-SM-9OSWJ,Ant. Cing. Ctx,Female
GTEX-1F7RK-0011-R4b-SM-9QEI7,Amygdala,Female
GTEX-1F7RK-0011-R5b-SM-9WG5S,Caudate,Female
GTEX-1F7RK-0011-R6b-SM-ARZMG,Nucleus Accumbens,Female
GTEX-1F7RK-1826-SM-7RHI4,Cortex,Female
GTEX-1F88E-0011-R6a-SM-CKZNW,Nucleus Accumbens,Female
GTEX-1F88E-0011-R8a-SM-CJI2H,Hypothalamus,Female
GTEX-1F88E-2826-SM-7RHHE,Cortex,Female
GTEX-1F88F-0011-R7a-SM-9QEI3,Putamen,Female
GTEX-1F88F-0011-R9b-SM-9WG7L,Spinal Cord,Female
GTEX-1GF9V-0011-R10b-SM-CKZNP,Frontal Cortex,Male
GTEX-1GF9V-0011-R1a-SM-CKZNQ,Hippocampus,Male
GTEX-1GF9V-0011-R5a-SM-9QEI8,Caudate,Male
GTEX-1GF9V-0011-R6b-SM-CJI2Q,Nucleus Accumbens,Male
GTEX-1GF9V-0011-R7a-SM-CJI2R,Putamen,Male
GTEX-1GF9V-0011-R8b-SM-CE6RB,Hypothalamus,Male
GTEX-1GF9V-0011-R9a-SM-CL53K,Spinal Cord,Male
GTEX-1GF9V-2926-SM-7PBXO,Cortex,Male
GTEX-1GF9V-3026-SM-7P8R8,Cerebellum,Male
GTEX-1GF9W-0011-R10a-SM-9OSXH,Frontal Cortex,Male
GTEX-1GF9W-0011-R11b-SM-9OSXG,Cerebellar Hemi.,Male
GTEX-1GF9W-0011-R1a-SM-9QEIQ,Hippocampus,Male
GTEX-1GF9W-0011-R3b-SM-CJI2S,Ant. Cing. Ctx,Male
GTEX-1GF9W-0011-R4a-SM-CE6RH,Amygdala,Male
GTEX-1GF9W-0011-R5a-SM-CKZO4,Caudate,Male
GTEX-1GF9W-0011-R6b-SM-9QEIE,Nucleus Accumbens,Male
GTEX-1GF9W-0011-R7b-SM-9QEIF,Putamen,Male
GTEX-1GF9W-0011-R8b-SM-9QEIR,Hypothalamus,Male
GTEX-1GF9W-0011-R9b-SM-9WG7J,Spinal Cord,Male
GTEX-1GF9W-2626-SM-7P8TA,Cortex,Male
GTEX-1GF9W-2726-SM-9JGGW,Cerebellum,Male
GTEX-1GMR8-0011-R10a-SM-CJI21,Frontal Cortex,Female
GTEX-1GMR8-0011-R11b-SM-9OSX2,Cerebellar Hemi.,Female
GTEX-1GMR8-0011-R1b-SM-CJI2O,Hippocampus,Female
GTEX-1GMR8-0011-R2a-SM-CE6RD,Substantia Nigra,Female
GTEX-1GMR8-0011-R3b-SM-9QEIG,Ant. Cing. Ctx,Female
GTEX-1GMR8-0011-R4a-SM-9OSX1,Amygdala,Female
GTEX-1GMR8-0011-R5b-SM-9QEIH,Caudate,Female
GTEX-1GMR8-0011-R6b-SM-CE6RC,Nucleus Accumbens,Female
GTEX-1GMR8-0011-R7b-SM-CJI2I,Putamen,Female
GTEX-1GMR8-0011-R8a-SM-CKZNX,Hypothalamus,Female
GTEX-1GMR8-3026-SM-9KNVF,Cortex,Female
GTEX-1GMRU-0011-R10b-SM-CJI2L,Frontal Cortex,Male
GTEX-1GMRU-0011-R11b-SM-C1YQ4,Cerebellar Hemi.,Male
GTEX-1GMRU-0011-R5a-SM-CKZNS,Caudate,Male
GTEX-1GMRU-0011-R6b-SM-A9G3B,Nucleus Accumbens,Male
GTEX-1GMRU-0011-R7b-SM-A96TJ,Putamen,Male
GTEX-1GMRU-3026-SM-7P8TC,Cortex,Male
GTEX-1GN1U-0011-R10b-SM-CKZNH,Frontal Cortex,Female
GTEX-1GN1U-0011-R1a-SM-CJI25,Hippocampus,Female
GTEX-1GN1U-0011-R2a-SM-CL53A,Substantia Nigra,Female
GTEX-1GN1U-0011-R3a-SM-A8N9M,Ant. Cing. Ctx,Female
GTEX-1GN1U-0011-R5a-SM-9QEIS,Caudate,Female
GTEX-1GN1U-0011-R6a-SM-CKZNO,Nucleus Accumbens,Female
GTEX-1GN1U-0011-R7a-SM-CE6RE,Putamen,Female
GTEX-1GN1U-0011-R8a-SM-CL537,Hypothalamus,Female
GTEX-1GN1U-0011-R9b-SM-CMKFW,Spinal Cord,Female
GTEX-1GN1U-3126-SM-9KNV6,Cortex,Female
GTEX-1GN1V-0011-R10a-SM-CKZNU,Frontal Cortex,Male
GTEX-1GN1V-0011-R11b-SM-A8N9N,Cerebellar Hemi.,Male
GTEX-1GN1V-0011-R8a-SM-CKZNV,Hypothalamus,Male
GTEX-1GN1V-3126-SM-7PBZG,Cortex,Male
GTEX-1GN2E-0011-R10a-SM-CE6RI,Frontal Cortex,Male
GTEX-1GN2E-0011-R1b-SM-CE6RJ,Hippocampus,Male
GTEX-1GN2E-0011-R2a-SM-9WG7D,Substantia Nigra,Male
GTEX-1GN2E-0011-R5b-SM-CJI2M,Caudate,Male
GTEX-1GN2E-0011-R6b-SM-9QEII,Nucleus Accumbens,Male
GTEX-1GN2E-0011-R7b-SM-9QEIJ,Putamen,Male
GTEX-1GN2E-0011-R8a-SM-CE6RK,Hypothalamus,Male
GTEX-1GN2E-0011-R9b-SM-9WG7F,Spinal Cord,Male
GTEX-1GN2E-3026-SM-9WG6I,Cortex,Male
GTEX-1GN73-0011-R10b-SM-CKZNR,Frontal Cortex,Male
GTEX-1GN73-0011-R11b-SM-9OSX4,Cerebellar Hemi.,Male
GTEX-1GN73-0011-R1a-SM-CKZNT,Hippocampus,Male
GTEX-1GN73-0011-R2a-SM-CJI2V,Substantia Nigra,Male
GTEX-1GN73-0011-R3b-SM-9QEIL,Ant. Cing. Ctx,Male
GTEX-1GN73-0011-R4b-SM-9QEIK,Amygdala,Male
GTEX-1GN73-0011-R5a-SM-9QEIM,Caudate,Male
GTEX-1GN73-0011-R6b-SM-CJI2T,Nucleus Accumbens,Male
GTEX-1GN73-0011-R7a-SM-CJI2U,Putamen,Male
GTEX-1GN73-0011-R8b-SM-CKZNY,Hypothalamus,Male
GTEX-1GN73-0011-R9a-SM-CKZO5,Spinal Cord,Male
GTEX-1GN73-3026-SM-7MXV8,Cerebellum,Male
GTEX-1GN73-3126-SM-9KNTY,Cortex,Male
GTEX-1GPI6-0011-R5a-SM-CJI2W,Caudate,Male
GTEX-1GTWX-0011-R10b-SM-CJI2X,Frontal Cortex,Male
GTEX-1GTWX-0011-R11b-SM-C1YQJ,Cerebellar Hemi.,Male
GTEX-1GTWX-0011-R1a-SM-CE6RL,Hippocampus,Male
GTEX-1GTWX-0011-R2b-SM-ADEH5,Substantia Nigra,Male
GTEX-1GTWX-0011-R3b-SM-CJI2Z,Ant. Cing. Ctx,Male
GTEX-1GTWX-0011-R4a-SM-C1YQI,Amygdala,Male
GTEX-1GTWX-0011-R5b-SM-CKZO6,Caudate,Male
GTEX-1GTWX-0011-R6a-SM-A96RN,Nucleus Accumbens,Male
GTEX-1GTWX-0011-R7a-SM-A96RO,Putamen,Male
GTEX-1GTWX-0011-R8a-SM-CE6RM,Hypothalamus,Male
GTEX-1GTWX-0011-R9a-SM-ADEH4,Spinal Cord,Male
GTEX-1GTWX-2926-SM-7MXV4,Cerebellum,Male
GTEX-1GTWX-3026-SM-9MQL4,Cortex,Male
GTEX-1GZ2Q-0011-R10b-SM-CE6RN,Frontal Cortex,Male
GTEX-1GZ2Q-0011-R11a-SM-A8N7T,Cerebellar Hemi.,Male
GTEX-1GZ2Q-0011-R1a-SM-CJI2Y,Hippocampus,Male
GTEX-1GZ2Q-0011-R2b-SM-9OSWO,Substantia Nigra,Male
GTEX-1GZ2Q-0011-R3a-SM-A96RP,Ant. Cing. Ctx,Male
GTEX-1GZ2Q-0011-R5a-SM-A96RQ,Caudate,Male
GTEX-1GZ2Q-0011-R6a-SM-9OSWM,Nucleus Accumbens,Male
GTEX-1GZ2Q-0011-R7b-SM-9OSWN,Putamen,Male
GTEX-1GZ2Q-0011-R8a-SM-CE6RO,Hypothalamus,Male
GTEX-1GZ2Q-0011-R9a-SM-9WG7A,Spinal Cord,Male
GTEX-1GZ2Q-3026-SM-9JGG3,Cerebellum,Male
GTEX-1GZ2Q-3226-SM-9WG6L,Cortex,Male
GTEX-1GZ4I-0011-R10a-SM-9OSX3,Frontal Cortex,Male
GTEX-1GZ4I-0011-R11b-SM-9OSWR,Cerebellar Hemi.,Male
GTEX-1GZ4I-0011-R3b-SM-9OSWP,Ant. Cing. Ctx,Male
GTEX-1GZ4I-0011-R4a-SM-9QEI9,Amygdala,Male
GTEX-1GZ4I-0011-R5a-SM-9OSWQ,Caudate,Male
GTEX-1GZ4I-0011-R6b-SM-9WG77,Nucleus Accumbens,Male
GTEX-1GZ4I-0011-R7b-SM-ARU71,Putamen,Male
GTEX-1GZ4I-0011-R8b-SM-9WG76,Hypothalamus,Male
GTEX-1GZ4I-0011-R9b-SM-B2LY8,Spinal Cord,Male
GTEX-1GZ4I-2926-SM-9JGGO,Cerebellum,Male
GTEX-1GZ4I-3026-SM-9KNTX,Cortex,Male
GTEX-1GZHY-0011-R11a-SM-C1YRQ,Cerebellar Hemi.,Female
